reportDate,productName,category,quantity,unitPrice,otherExpenses,totalAmount,customerName,paymentMethod,status,orderNumber,notes
2022-02-01,Brake Pad,Brake system,1,2156.86,295.38,2156.86,Walk-in Customer,Check,Completed,ORD820550,Automated migration
2022-02-01,Oil Filter,Engine system,6,294.79,305.68,1768.74,Walk-in Customer,GCash,Completed,ORD820551,Automated migration
2022-02-01,Shock Absorber,Suspension system,1,5994.17,220.34,5994.17,Retail Client,Bank Transfer,Completed,ORD820552,Automated migration
2022-02-01,Air Filter,Engine system,8,353.51,288.32,2828.08,Walk-in Customer,GCash,Completed,ORD820553,Automated migration
2022-02-01,Clutch Kit,Transmission system,8,11194.17,309.12,89553.36,Wholesale Client,GCash,Completed,ORD820554,Automated migration
2022-02-01,Fuel Pump,Fuel system,6,3168.95,413.22,19013.7,Walk-in Customer,Cash,Completed,ORD820555,Automated migration
2022-02-01,Brake Pad,Brake system,8,3152.34,425.94,25218.72,Retail Client,Cash,Completed,ORD820556,Automated migration
2022-02-01,Fuel Pump,Fuel system,3,3989.03,139.08,11967.09,Walk-in Customer,GCash,Completed,ORD820557,Automated migration
2022-02-02,Spark Plug,Ignition system,1,356.59,400.63,356.59,Wholesale Client,Cash,Completed,ORD820558,Automated migration
2022-02-02,Shock Absorber,Suspension system,5,2534.18,248.69,12670.9,Walk-in Customer,Cash,Completed,ORD820559,Automated migration
2022-02-02,Battery,Electrical system,6,4179.16,274.55,25074.96,Retail Client,Bank Transfer,Completed,ORD820560,Automated migration
2022-02-02,Shock Absorber,Suspension system,5,3635.04,27.14,18175.2,Retail Client,Check,Completed,ORD820561,Automated migration
2022-02-02,Clutch Kit,Transmission system,7,11449.92,181.65,80149.44,Wholesale Client,Cash,Completed,ORD820562,Automated migration
2022-02-02,Spark Plug,Ignition system,0,303.61,0.0,0.0,Walk-in Customer,Bank Transfer,Completed,ORD820563,Automated migration
2022-02-02,Alternator,Electrical system,0,11484.39,0.0,0.0,Wholesale Client,GCash,Completed,ORD820564,Automated migration
2022-02-02,Alternator,Electrical system,4,10054.26,93.77,40217.04,Wholesale Client,GCash,Completed,ORD820565,Automated migration
2022-02-02,Spark Plug,Ignition system,5,198.49,207.24,992.45,Walk-in Customer,Cash,Completed,ORD820566,Automated migration
2022-02-02,Shock Absorber,Suspension system,8,2605.86,249.41,20846.88,Walk-in Customer,Cash,Completed,ORD820567,Automated migration
2022-02-02,Oil Filter,Engine system,7,331.09,390.54,2317.63,Retail Client,GCash,Completed,ORD820568,Automated migration
2022-02-02,Alternator,Electrical system,6,10287.61,303.08,61725.66,Wholesale Client,Check,Completed,ORD820569,Automated migration
2022-02-02,Oil Filter,Engine system,3,168.4,481.8,505.2,Wholesale Client,Check,Completed,ORD820570,Automated migration
2022-02-02,Brake Pad,Brake system,6,2585.81,443.22,15514.86,Walk-in Customer,Bank Transfer,Completed,ORD820571,Automated migration
2022-02-02,Clutch Kit,Transmission system,3,6808.0,312.08,20424.0,Wholesale Client,Bank Transfer,Completed,ORD820572,Automated migration
2022-02-02,Brake Pad,Brake system,8,2447.73,318.44,19581.84,Walk-in Customer,Cash,Completed,ORD820573,Automated migration
2022-02-02,Clutch Kit,Transmission system,7,10245.26,471.34,71716.82,Walk-in Customer,Check,Completed,ORD820574,Automated migration
2022-02-02,Battery,Electrical system,0,6613.65,0.0,0.0,Retail Client,Check,Completed,ORD820575,Automated migration
2022-02-03,Air Filter,Engine system,3,253.4,392.77,760.2,Wholesale Client,Bank Transfer,Completed,ORD820576,Automated migration
2022-02-03,Air Filter,Engine system,4,240.8,270.59,963.2,Wholesale Client,Check,Completed,ORD820577,Automated migration
2022-02-03,Oil Filter,Engine system,8,316.21,371.21,2529.68,Walk-in Customer,Check,Completed,ORD820578,Automated migration
2022-02-03,Clutch Kit,Transmission system,4,11236.42,23.49,44945.68,Wholesale Client,Check,Completed,ORD820579,Automated migration
2022-02-03,Fuel Pump,Fuel system,8,2742.11,371.83,21936.88,Retail Client,Check,Completed,ORD820580,Automated migration
2022-02-03,Fuel Pump,Fuel system,8,5823.03,98.23,46584.24,Walk-in Customer,GCash,Completed,ORD820581,Automated migration
2022-02-03,Shock Absorber,Suspension system,2,6425.54,37.23,12851.08,Retail Client,Cash,Completed,ORD820582,Automated migration
2022-02-03,Air Filter,Engine system,6,255.82,132.12,1534.92,Retail Client,Bank Transfer,Completed,ORD820583,Automated migration
2022-02-03,Fuel Pump,Fuel system,7,5693.6,77.4,39855.2,Retail Client,Bank Transfer,Completed,ORD820584,Automated migration
2022-02-03,Oil Filter,Engine system,4,222.64,286.34,890.56,Wholesale Client,Cash,Completed,ORD820585,Automated migration
2022-02-03,Clutch Kit,Transmission system,3,13612.89,260.3,40838.67,Walk-in Customer,GCash,Completed,ORD820586,Automated migration
2022-02-03,Clutch Kit,Transmission system,8,8630.75,174.7,69046.0,Retail Client,Bank Transfer,Completed,ORD820587,Automated migration
2022-02-04,Radiator,Cooling system,3,8701.85,309.14,26105.55,Wholesale Client,Cash,Completed,ORD820588,Automated migration
2022-02-04,Fuel Pump,Fuel system,7,3581.57,321.13,25070.99,Walk-in Customer,GCash,Completed,ORD820589,Automated migration
2022-02-04,Fuel Pump,Fuel system,6,6621.7,472.49,39730.2,Wholesale Client,Bank Transfer,Completed,ORD820590,Automated migration
2022-02-04,Air Filter,Engine system,8,364.42,187.48,2915.36,Walk-in Customer,Check,Completed,ORD820591,Automated migration
2022-02-04,Air Filter,Engine system,4,379.66,96.26,1518.64,Walk-in Customer,Cash,Completed,ORD820592,Automated migration
2022-02-04,Brake Pad,Brake system,8,2426.37,313.47,19410.96,Retail Client,GCash,Completed,ORD820593,Automated migration
2022-02-04,Alternator,Electrical system,3,9688.77,351.37,29066.31,Walk-in Customer,Check,Completed,ORD820594,Automated migration
2022-02-04,Brake Pad,Brake system,0,2256.22,0.0,0.0,Wholesale Client,Cash,Completed,ORD820595,Automated migration
2022-02-04,Alternator,Electrical system,0,7889.96,0.0,0.0,Wholesale Client,Cash,Completed,ORD820596,Automated migration
2022-02-04,Radiator,Cooling system,6,5328.2,315.11,31969.2,Wholesale Client,Bank Transfer,Completed,ORD820597,Automated migration
2022-02-04,Battery,Electrical system,1,6674.17,320.71,6674.17,Walk-in Customer,Cash,Completed,ORD820598,Automated migration
2022-02-04,Alternator,Electrical system,5,11640.24,53.07,58201.2,Walk-in Customer,Bank Transfer,Completed,ORD820599,Automated migration
2022-02-04,Radiator,Cooling system,7,5288.48,411.06,37019.36,Retail Client,Check,Completed,ORD820600,Automated migration
2022-02-04,Clutch Kit,Transmission system,3,6227.43,195.5,18682.29,Walk-in Customer,Bank Transfer,Completed,ORD820601,Automated migration
2022-02-04,Radiator,Cooling system,5,8744.35,5.58,43721.75,Walk-in Customer,GCash,Completed,ORD820602,Automated migration
2022-02-04,Air Filter,Engine system,0,314.54,0.0,0.0,Wholesale Client,Cash,Completed,ORD820603,Automated migration
2022-02-04,Spark Plug,Ignition system,5,245.28,452.81,1226.4,Walk-in Customer,GCash,Completed,ORD820604,Automated migration
2022-02-05,Spark Plug,Ignition system,4,237.45,90.68,949.8,Walk-in Customer,Cash,Completed,ORD820605,Automated migration
2022-02-05,Clutch Kit,Transmission system,1,7615.87,33.68,7615.87,Retail Client,GCash,Completed,ORD820606,Automated migration
2022-02-05,Fuel Pump,Fuel system,5,3076.97,327.74,15384.85,Retail Client,Bank Transfer,Completed,ORD820607,Automated migration
2022-02-05,Spark Plug,Ignition system,5,368.64,164.17,1843.2,Walk-in Customer,Bank Transfer,Completed,ORD820608,Automated migration
2022-02-05,Oil Filter,Engine system,5,301.92,479.33,1509.6,Retail Client,Cash,Completed,ORD820609,Automated migration
2022-02-05,Spark Plug,Ignition system,3,470.49,320.42,1411.47,Wholesale Client,Bank Transfer,Completed,ORD820610,Automated migration
2022-02-05,Fuel Pump,Fuel system,7,4582.82,179.37,32079.74,Wholesale Client,Check,Completed,ORD820611,Automated migration
2022-02-05,Brake Pad,Brake system,1,3136.12,429.36,3136.12,Retail Client,GCash,Completed,ORD820612,Automated migration
2022-02-05,Alternator,Electrical system,1,11460.53,424.79,11460.53,Walk-in Customer,Cash,Completed,ORD820613,Automated migration
2022-02-05,Oil Filter,Engine system,3,326.58,275.8,979.74,Walk-in Customer,Check,Completed,ORD820614,Automated migration
2022-02-05,Fuel Pump,Fuel system,6,3504.88,386.07,21029.28,Walk-in Customer,Bank Transfer,Completed,ORD820615,Automated migration
2022-02-05,Shock Absorber,Suspension system,8,4296.85,198.39,34374.8,Walk-in Customer,Cash,Completed,ORD820616,Automated migration
2022-02-05,Oil Filter,Engine system,2,289.3,70.19,578.6,Retail Client,GCash,Completed,ORD820617,Automated migration
2022-02-05,Shock Absorber,Suspension system,5,2181.89,380.74,10909.45,Retail Client,Cash,Completed,ORD820618,Automated migration
2022-02-06,Spark Plug,Ignition system,0,450.86,0.0,0.0,Walk-in Customer,Bank Transfer,Completed,ORD820619,Automated migration
2022-02-06,Shock Absorber,Suspension system,7,5966.98,19.95,41768.86,Walk-in Customer,Bank Transfer,Completed,ORD820620,Automated migration
2022-02-06,Clutch Kit,Transmission system,4,12513.85,131.66,50055.4,Walk-in Customer,GCash,Completed,ORD820621,Automated migration
2022-02-06,Battery,Electrical system,5,6938.39,449.11,34691.95,Retail Client,Bank Transfer,Completed,ORD820622,Automated migration
2022-02-06,Spark Plug,Ignition system,8,332.63,408.62,2661.04,Wholesale Client,Check,Completed,ORD820623,Automated migration
2022-02-06,Oil Filter,Engine system,0,225.46,0.0,0.0,Retail Client,Check,Completed,ORD820624,Automated migration
2022-02-06,Spark Plug,Ignition system,1,381.54,140.4,381.54,Retail Client,GCash,Completed,ORD820625,Automated migration
2022-02-06,Fuel Pump,Fuel system,1,5474.99,207.31,5474.99,Wholesale Client,Cash,Completed,ORD820626,Automated migration
2022-02-06,Shock Absorber,Suspension system,7,2948.17,80.62,20637.19,Wholesale Client,Cash,Completed,ORD820627,Automated migration
2022-02-06,Air Filter,Engine system,2,314.7,80.56,629.4,Walk-in Customer,Cash,Completed,ORD820628,Automated migration
2022-02-06,Air Filter,Engine system,2,251.65,90.02,503.3,Wholesale Client,Cash,Completed,ORD820629,Automated migration
2022-02-06,Alternator,Electrical system,3,9246.02,496.39,27738.06,Wholesale Client,GCash,Completed,ORD820630,Automated migration
2022-02-06,Battery,Electrical system,2,7973.08,410.23,15946.16,Retail Client,Bank Transfer,Completed,ORD820631,Automated migration
2022-02-06,Fuel Pump,Fuel system,7,5184.4,34.42,36290.8,Wholesale Client,Check,Completed,ORD820632,Automated migration
2022-02-06,Alternator,Electrical system,0,8011.74,0.0,0.0,Walk-in Customer,Check,Completed,ORD820633,Automated migration
2022-02-06,Oil Filter,Engine system,1,144.36,450.8,144.36,Walk-in Customer,Cash,Completed,ORD820634,Automated migration
2022-02-06,Alternator,Electrical system,7,10296.96,450.99,72078.72,Walk-in Customer,Cash,Completed,ORD820635,Automated migration
2022-02-07,Battery,Electrical system,5,8374.12,348.82,41870.6,Wholesale Client,GCash,Completed,ORD820636,Automated migration
2022-02-07,Battery,Electrical system,5,6945.24,370.7,34726.2,Walk-in Customer,Cash,Completed,ORD820637,Automated migration
2022-02-07,Brake Pad,Brake system,4,2297.42,116.26,9189.68,Retail Client,Bank Transfer,Completed,ORD820638,Automated migration
2022-02-07,Radiator,Cooling system,3,3032.82,371.82,9098.46,Retail Client,Cash,Completed,ORD820639,Automated migration
2022-02-07,Battery,Electrical system,3,7438.83,157.95,22316.49,Wholesale Client,Cash,Completed,ORD820640,Automated migration
2022-02-07,Battery,Electrical system,4,5306.51,268.05,21226.04,Walk-in Customer,Bank Transfer,Completed,ORD820641,Automated migration
2022-02-07,Battery,Electrical system,3,6066.14,391.89,18198.42,Wholesale Client,GCash,Completed,ORD820642,Automated migration
2022-02-07,Clutch Kit,Transmission system,8,9353.84,494.25,74830.72,Walk-in Customer,Bank Transfer,Completed,ORD820643,Automated migration
2022-02-07,Brake Pad,Brake system,1,2919.97,223.3,2919.97,Walk-in Customer,GCash,Completed,ORD820644,Automated migration
2022-02-07,Spark Plug,Ignition system,8,330.25,169.22,2642.0,Walk-in Customer,Cash,Completed,ORD820645,Automated migration
2022-02-07,Battery,Electrical system,0,8021.85,0.0,0.0,Retail Client,Check,Completed,ORD820646,Automated migration
2022-02-07,Alternator,Electrical system,1,8315.46,185.42,8315.46,Walk-in Customer,Cash,Completed,ORD820647,Automated migration
2022-02-07,Battery,Electrical system,8,5432.35,481.76,43458.8,Retail Client,GCash,Completed,ORD820648,Automated migration
2022-02-07,Shock Absorber,Suspension system,0,2907.68,0.0,0.0,Walk-in Customer,Bank Transfer,Completed,ORD820649,Automated migration
2022-02-07,Air Filter,Engine system,8,303.16,115.84,2425.28,Retail Client,Cash,Completed,ORD820650,Automated migration
2022-02-07,Spark Plug,Ignition system,0,589.04,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD820651,Automated migration
2022-02-07,Fuel Pump,Fuel system,6,4324.53,100.16,25947.18,Retail Client,Cash,Completed,ORD820652,Automated migration
2022-02-07,Clutch Kit,Transmission system,4,11535.25,279.56,46141.0,Walk-in Customer,Bank Transfer,Completed,ORD820653,Automated migration
2022-02-07,Radiator,Cooling system,3,6638.18,97.26,19914.54,Wholesale Client,Cash,Completed,ORD820654,Automated migration
2022-02-07,Brake Pad,Brake system,6,2364.35,279.32,14186.1,Walk-in Customer,Bank Transfer,Completed,ORD820655,Automated migration
2022-02-08,Clutch Kit,Transmission system,4,12885.02,406.57,51540.08,Walk-in Customer,Bank Transfer,Completed,ORD820656,Automated migration
2022-02-08,Battery,Electrical system,7,7849.84,378.74,54948.88,Wholesale Client,Check,Completed,ORD820657,Automated migration
2022-02-08,Shock Absorber,Suspension system,1,3160.19,191.34,3160.19,Retail Client,GCash,Completed,ORD820658,Automated migration
2022-02-08,Battery,Electrical system,5,6582.52,4.86,32912.6,Wholesale Client,GCash,Completed,ORD820659,Automated migration
2022-02-08,Alternator,Electrical system,6,10368.49,410.54,62210.94,Retail Client,GCash,Completed,ORD820660,Automated migration
2022-02-08,Fuel Pump,Fuel system,5,3483.55,286.86,17417.75,Retail Client,GCash,Completed,ORD820661,Automated migration
2022-02-08,Spark Plug,Ignition system,3,480.94,436.37,1442.82,Retail Client,GCash,Completed,ORD820662,Automated migration
2022-02-08,Spark Plug,Ignition system,5,220.2,53.34,1101.0,Retail Client,Check,Completed,ORD820663,Automated migration
2022-02-08,Clutch Kit,Transmission system,0,12632.1,0.0,0.0,Wholesale Client,Bank Transfer,Completed,ORD820664,Automated migration
2022-02-08,Oil Filter,Engine system,4,222.7,492.2,890.8,Walk-in Customer,Bank Transfer,Completed,ORD820665,Automated migration
2022-02-08,Spark Plug,Ignition system,2,174.37,399.63,348.74,Wholesale Client,Cash,Completed,ORD820666,Automated migration
2022-02-08,Battery,Electrical system,2,6285.98,60.18,12571.96,Walk-in Customer,Check,Completed,ORD820667,Automated migration
2022-02-08,Air Filter,Engine system,0,334.82,0.0,0.0,Wholesale Client,Cash,Completed,ORD820668,Automated migration
2022-02-09,Oil Filter,Engine system,4,146.79,131.42,587.16,Wholesale Client,Check,Completed,ORD820669,Automated migration
2022-02-09,Fuel Pump,Fuel system,2,4744.47,105.27,9488.94,Walk-in Customer,Bank Transfer,Completed,ORD820670,Automated migration
2022-02-09,Battery,Electrical system,4,6253.64,285.7,25014.56,Walk-in Customer,GCash,Completed,ORD820671,Automated migration
2022-02-09,Radiator,Cooling system,3,6332.04,428.15,18996.12,Retail Client,GCash,Completed,ORD820672,Automated migration
2022-02-09,Shock Absorber,Suspension system,0,2794.73,0.0,0.0,Wholesale Client,GCash,Completed,ORD820673,Automated migration
2022-02-09,Shock Absorber,Suspension system,4,3129.38,429.25,12517.52,Retail Client,Check,Completed,ORD820674,Automated migration
2022-02-09,Brake Pad,Brake system,0,1695.57,0.0,0.0,Wholesale Client,Check,Completed,ORD820675,Automated migration
2022-02-09,Shock Absorber,Suspension system,5,3168.96,180.15,15844.8,Walk-in Customer,Bank Transfer,Completed,ORD820676,Automated migration
2022-02-09,Air Filter,Engine system,6,224.25,433.68,1345.5,Walk-in Customer,GCash,Completed,ORD820677,Automated migration
2022-02-09,Radiator,Cooling system,5,4950.54,255.22,24752.7,Walk-in Customer,Check,Completed,ORD820678,Automated migration
2022-02-09,Battery,Electrical system,4,6318.76,478.3,25275.04,Retail Client,Bank Transfer,Completed,ORD820679,Automated migration
2022-02-09,Oil Filter,Engine system,6,312.23,35.67,1873.38,Retail Client,Bank Transfer,Completed,ORD820680,Automated migration
2022-02-09,Fuel Pump,Fuel system,5,5438.56,355.22,27192.8,Walk-in Customer,Check,Completed,ORD820681,Automated migration
2022-02-09,Shock Absorber,Suspension system,5,5365.53,260.47,26827.65,Wholesale Client,Check,Completed,ORD820682,Automated migration
2022-02-09,Brake Pad,Brake system,0,1487.59,0.0,0.0,Retail Client,Bank Transfer,Completed,ORD820683,Automated migration
2022-02-09,Spark Plug,Ignition system,2,328.67,47.78,657.34,Wholesale Client,Cash,Completed,ORD820684,Automated migration
2022-02-09,Battery,Electrical system,8,7824.98,41.63,62599.84,Wholesale Client,GCash,Completed,ORD820685,Automated migration
2022-02-10,Battery,Electrical system,4,5146.78,368.8,20587.12,Wholesale Client,GCash,Completed,ORD820686,Automated migration
2022-02-10,Clutch Kit,Transmission system,2,5257.14,331.77,10514.28,Wholesale Client,Check,Completed,ORD820687,Automated migration
2022-02-10,Clutch Kit,Transmission system,4,9936.91,67.56,39747.64,Walk-in Customer,GCash,Completed,ORD820688,Automated migration
2022-02-10,Oil Filter,Engine system,6,230.86,319.76,1385.16,Wholesale Client,Bank Transfer,Completed,ORD820689,Automated migration
2022-02-10,Clutch Kit,Transmission system,3,12242.37,220.93,36727.11,Wholesale Client,Check,Completed,ORD820690,Automated migration
2022-02-10,Brake Pad,Brake system,4,1224.28,261.66,4897.12,Retail Client,Bank Transfer,Completed,ORD820691,Automated migration
2022-02-10,Shock Absorber,Suspension system,8,2037.43,461.04,16299.44,Wholesale Client,Bank Transfer,Completed,ORD820692,Automated migration
2022-02-10,Battery,Electrical system,4,6985.02,398.38,27940.08,Walk-in Customer,Bank Transfer,Completed,ORD820693,Automated migration
2022-02-10,Battery,Electrical system,8,6185.53,124.95,49484.24,Walk-in Customer,Check,Completed,ORD820694,Automated migration
2022-02-10,Spark Plug,Ignition system,4,185.64,312.66,742.56,Walk-in Customer,Bank Transfer,Completed,ORD820695,Automated migration
2022-02-10,Clutch Kit,Transmission system,4,8716.13,426.74,34864.52,Retail Client,GCash,Completed,ORD820696,Automated migration
2022-02-10,Alternator,Electrical system,7,10088.65,136.07,70620.55,Walk-in Customer,Check,Completed,ORD820697,Automated migration
2022-02-10,Fuel Pump,Fuel system,0,3184.67,0.0,0.0,Walk-in Customer,Cash,Completed,ORD820698,Automated migration
2022-02-10,Alternator,Electrical system,4,8345.98,357.6,33383.92,Walk-in Customer,Cash,Completed,ORD820699,Automated migration
2022-02-10,Alternator,Electrical system,2,7073.62,108.59,14147.24,Wholesale Client,Bank Transfer,Completed,ORD820700,Automated migration
2022-02-10,Fuel Pump,Fuel system,7,5636.21,15.87,39453.47,Retail Client,GCash,Completed,ORD820701,Automated migration
2022-02-10,Radiator,Cooling system,6,3428.31,235.07,20569.86,Retail Client,Bank Transfer,Completed,ORD820702,Automated migration
2022-02-10,Air Filter,Engine system,1,394.92,357.34,394.92,Wholesale Client,Check,Completed,ORD820703,Automated migration
2022-02-10,Air Filter,Engine system,3,292.17,385.5,876.51,Walk-in Customer,GCash,Completed,ORD820704,Automated migration
2022-02-10,Battery,Electrical system,4,8681.08,79.31,34724.32,Walk-in Customer,Cash,Completed,ORD820705,Automated migration
2022-02-10,Radiator,Cooling system,7,6831.12,99.36,47817.84,Retail Client,GCash,Completed,ORD820706,Automated migration
2022-02-10,Spark Plug,Ignition system,6,296.03,83.68,1776.18,Wholesale Client,Cash,Completed,ORD820707,Automated migration
2022-02-11,Spark Plug,Ignition system,0,585.98,0.0,0.0,Walk-in Customer,Check,Completed,ORD820708,Automated migration
2022-02-11,Fuel Pump,Fuel system,1,3619.25,249.96,3619.25,Walk-in Customer,Bank Transfer,Completed,ORD820709,Automated migration
2022-02-11,Air Filter,Engine system,5,328.91,350.66,1644.55,Retail Client,GCash,Completed,ORD820710,Automated migration
2022-02-11,Spark Plug,Ignition system,5,591.75,394.28,2958.75,Wholesale Client,Check,Completed,ORD820711,Automated migration
2022-02-11,Air Filter,Engine system,6,271.63,67.37,1629.78,Retail Client,Check,Completed,ORD820712,Automated migration
2022-02-11,Clutch Kit,Transmission system,4,9884.61,245.05,39538.44,Walk-in Customer,GCash,Completed,ORD820713,Automated migration
2022-02-11,Fuel Pump,Fuel system,7,3738.96,415.67,26172.72,Walk-in Customer,GCash,Completed,ORD820714,Automated migration
2022-02-11,Clutch Kit,Transmission system,2,9044.46,409.71,18088.92,Walk-in Customer,Bank Transfer,Completed,ORD820715,Automated migration
2022-02-11,Air Filter,Engine system,8,275.81,92.77,2206.48,Retail Client,Bank Transfer,Completed,ORD820716,Automated migration
2022-02-11,Fuel Pump,Fuel system,1,5462.3,269.48,5462.3,Wholesale Client,GCash,Completed,ORD820717,Automated migration
2022-02-11,Clutch Kit,Transmission system,2,10517.35,161.3,21034.7,Walk-in Customer,Bank Transfer,Completed,ORD820718,Automated migration
2022-02-11,Alternator,Electrical system,8,10294.46,21.89,82355.68,Retail Client,GCash,Completed,ORD820719,Automated migration
2022-02-11,Spark Plug,Ignition system,1,368.42,49.38,368.42,Walk-in Customer,Check,Completed,ORD820720,Automated migration
2022-02-11,Clutch Kit,Transmission system,4,5441.77,110.36,21767.08,Walk-in Customer,Cash,Completed,ORD820721,Automated migration
2022-02-11,Spark Plug,Ignition system,7,567.78,416.04,3974.46,Wholesale Client,Cash,Completed,ORD820722,Automated migration
2022-02-11,Clutch Kit,Transmission system,6,12398.24,397.12,74389.44,Retail Client,Bank Transfer,Completed,ORD820723,Automated migration
2022-02-11,Alternator,Electrical system,4,7389.68,107.95,29558.72,Walk-in Customer,Cash,Completed,ORD820724,Automated migration
2022-02-11,Spark Plug,Ignition system,8,323.4,96.56,2587.2,Walk-in Customer,GCash,Completed,ORD820725,Automated migration
2022-02-11,Clutch Kit,Transmission system,8,8736.66,52.76,69893.28,Walk-in Customer,Bank Transfer,Completed,ORD820726,Automated migration
2022-02-11,Battery,Electrical system,1,4834.05,90.2,4834.05,Wholesale Client,Bank Transfer,Completed,ORD820727,Automated migration
2022-02-11,Clutch Kit,Transmission system,7,13401.68,451.24,93811.76,Walk-in Customer,Bank Transfer,Completed,ORD820728,Automated migration
2022-02-11,Battery,Electrical system,6,8130.77,161.73,48784.62,Retail Client,GCash,Completed,ORD820729,Automated migration
2022-02-11,Clutch Kit,Transmission system,4,8240.08,226.2,32960.32,Wholesale Client,Cash,Completed,ORD820730,Automated migration
2022-02-11,Radiator,Cooling system,0,6105.66,0.0,0.0,Wholesale Client,Cash,Completed,ORD820731,Automated migration
2022-02-12,Spark Plug,Ignition system,5,159.77,410.97,798.85,Walk-in Customer,Bank Transfer,Completed,ORD820732,Automated migration
2022-02-12,Alternator,Electrical system,0,9301.85,0.0,0.0,Retail Client,GCash,Completed,ORD820733,Automated migration
2022-02-12,Fuel Pump,Fuel system,3,3548.47,405.54,10645.41,Retail Client,Check,Completed,ORD820734,Automated migration
2022-02-12,Alternator,Electrical system,5,10964.52,86.45,54822.6,Walk-in Customer,Cash,Completed,ORD820735,Automated migration
2022-02-12,Air Filter,Engine system,6,215.7,27.96,1294.2,Wholesale Client,Bank Transfer,Completed,ORD820736,Automated migration
2022-02-12,Battery,Electrical system,1,8348.93,113.36,8348.93,Walk-in Customer,Cash,Completed,ORD820737,Automated migration
2022-02-12,Air Filter,Engine system,4,304.88,159.66,1219.52,Walk-in Customer,GCash,Completed,ORD820738,Automated migration
2022-02-12,Clutch Kit,Transmission system,3,6378.78,336.82,19136.34,Wholesale Client,Check,Completed,ORD820739,Automated migration
2022-02-12,Spark Plug,Ignition system,6,280.4,197.16,1682.4,Retail Client,Bank Transfer,Completed,ORD820740,Automated migration
2022-02-12,Shock Absorber,Suspension system,0,4466.69,0.0,0.0,Wholesale Client,Cash,Completed,ORD820741,Automated migration
2022-02-12,Clutch Kit,Transmission system,6,11964.43,65.19,71786.58,Retail Client,Check,Completed,ORD820742,Automated migration
2022-02-12,Shock Absorber,Suspension system,6,4935.12,98.05,29610.72,Walk-in Customer,GCash,Completed,ORD820743,Automated migration
2022-02-12,Alternator,Electrical system,4,10883.86,161.71,43535.44,Walk-in Customer,Cash,Completed,ORD820744,Automated migration
2022-02-12,Battery,Electrical system,6,5826.34,95.24,34958.04,Wholesale Client,Cash,Completed,ORD820745,Automated migration
2022-02-12,Brake Pad,Brake system,5,2617.31,495.08,13086.55,Wholesale Client,GCash,Completed,ORD820746,Automated migration
2022-02-13,Spark Plug,Ignition system,3,458.41,78.0,1375.23,Walk-in Customer,Cash,Completed,ORD820747,Automated migration
2022-02-13,Air Filter,Engine system,3,389.79,463.36,1169.37,Wholesale Client,Cash,Completed,ORD820748,Automated migration
2022-02-13,Alternator,Electrical system,4,9250.31,11.37,37001.24,Retail Client,GCash,Completed,ORD820749,Automated migration
2022-02-13,Clutch Kit,Transmission system,8,11753.2,274.4,94025.6,Walk-in Customer,GCash,Completed,ORD820750,Automated migration
2022-02-13,Battery,Electrical system,8,4217.41,85.16,33739.28,Wholesale Client,GCash,Completed,ORD820751,Automated migration
2022-02-13,Air Filter,Engine system,7,330.95,4.17,2316.65,Wholesale Client,Bank Transfer,Completed,ORD820752,Automated migration
2022-02-13,Alternator,Electrical system,0,8462.48,0.0,0.0,Walk-in Customer,Check,Completed,ORD820753,Automated migration
2022-02-13,Battery,Electrical system,8,8883.06,49.8,71064.48,Wholesale Client,Check,Completed,ORD820754,Automated migration
2022-02-13,Brake Pad,Brake system,3,2351.5,228.99,7054.5,Walk-in Customer,Cash,Completed,ORD820755,Automated migration
2022-02-13,Spark Plug,Ignition system,8,287.22,244.97,2297.76,Walk-in Customer,GCash,Completed,ORD820756,Automated migration
2022-02-13,Fuel Pump,Fuel system,5,4099.2,151.16,20496.0,Walk-in Customer,Bank Transfer,Completed,ORD820757,Automated migration
2022-02-13,Radiator,Cooling system,6,8342.41,407.43,50054.46,Retail Client,Bank Transfer,Completed,ORD820758,Automated migration
2022-02-14,Fuel Pump,Fuel system,6,5456.19,43.9,32737.14,Wholesale Client,GCash,Completed,ORD820759,Automated migration
2022-02-14,Spark Plug,Ignition system,2,341.91,156.19,683.82,Walk-in Customer,Bank Transfer,Completed,ORD820760,Automated migration
2022-02-14,Clutch Kit,Transmission system,2,6860.82,69.29,13721.64,Walk-in Customer,GCash,Completed,ORD820761,Automated migration
2022-02-14,Radiator,Cooling system,8,8457.38,215.03,67659.04,Retail Client,GCash,Completed,ORD820762,Automated migration
2022-02-14,Alternator,Electrical system,8,9664.81,359.72,77318.48,Retail Client,Bank Transfer,Completed,ORD820763,Automated migration
2022-02-14,Air Filter,Engine system,5,376.03,207.02,1880.15,Wholesale Client,Bank Transfer,Completed,ORD820764,Automated migration
2022-02-14,Radiator,Cooling system,2,7674.65,53.39,15349.3,Retail Client,Cash,Completed,ORD820765,Automated migration
2022-02-14,Oil Filter,Engine system,3,249.09,115.46,747.27,Retail Client,Bank Transfer,Completed,ORD820766,Automated migration
2022-02-14,Shock Absorber,Suspension system,2,4260.46,302.36,8520.92,Walk-in Customer,Bank Transfer,Completed,ORD820767,Automated migration
2022-02-14,Battery,Electrical system,7,6369.23,81.89,44584.61,Retail Client,Cash,Completed,ORD820768,Automated migration
